Daily counts of chum below counting fence. | neutral | 0.6996630430221558
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Enhancement/Biological Activities: Yes % of Spawning Habitat Surveyed: 80% Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Detailed information for each inspection available from Stock Assessment Division. Broodstock figure includes all fish removals from this system, not just those used for broodstock. (20) On Salmon Distribution: Approx. 200 bright chinook 'appeared' in mid November after the peak of chinook spawning. | neutral | 0.9373032450675964
Person Preparing Report: Willem Buitendyk Field Crew: Willem Buitendyk Distribution of Spawning Salmon: Mainly in lower regions, near estuary for chum. | neutral | 0.9537599682807922
Nitinat Hatchery staff did say that sockeye were present in the river so Adult Present has been entered as the escapement estimate. | neutral | 0.9276788234710693
Person Preparing Report: Hank Buitendyk, CPV Field Crew: Hank Buitendyk % of Spawning Habitat Surveyed: 10% Distribution of Spawning Salmon: CHUM SPAWN FROM ESTUARY TO FALLS Predators Counted During Surveys: Yes Other Comments (May relate to several species): (2) CO Run 1 Reliability: Low water seem to make it impossible for coho to migrate upstream (3) CO Run 1 Enumeration Class: When chum are in system it is very difficult to inspect for coho (2) CM Run 1 Reliability: Cous creek visibility at most times very good due to low levels of water and pools are highly visible. (3) CM Run 1 Enumeration Class: The same method of survey used every year from estuary to falls. (20a) Predator counts by date and predator type: 10/16/98 (1 BEAR, 3 EAGLES, 6 SEALS), 10/25/98 (2 BEARS, 3 EAGLES, 6 SEALS), 12/16/98 (2 EAGLES, 3 SEALS) | neutral | 0.9271067976951599
Person Preparing Report: Richard Smith (Thorton Creek Hatchery) Field Crew: Thorton Creek Hatchery Debris Torrent: Yes % of Spawning Habitat Surveyed: 80% Distribution of Spawning Salmon: Chum use lower end to first canyon, chinook use river to lake, and coho use all of the river but the upper river is used the most. Other Unusual Conditions: Yes Salmon Distribution or Predator Interactions: Yes Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Surveys began in June. October 21st and November 12th are upper River swims only as the lower river were too high to swim. (10) Debris jams: Lower end of upper river is being damaged from logging, log jams have diverted river into new channel. (15) General Comments on Unusual Conditions: A 500 meter stretch of upper river has been diverted through standing timber and created a new channel. Area totally dried up this stream for a good kilometer. (20) On Salmon Distribution: Chum dig up lots of early spawned eggs. (20) On Predator Interactions: Lots of seals and bears. (22) List Supplementary Documentation: BC16 originally prepared by Richard Smith at Thorton Creek Hatchery; reviewed by Rick Ferguson May 2000. | na | nan
Snorkel surveys and one boat survey were conducted 2015-08-28; 2015-09-04; 2015-09-07; 2015-09-10; 2015-09-14; 2015-09-17; 2015-09-19; 2015-09-21; 28; 2015-10-01; 2015-10-05; 2015-10-07; 2015-10-13; 2015-10-16; 2015-10-19; 2015-10-21; -015-10-26; 2015-10-28; 2015-11-03; & 2015-11-09. The following surveys have been excluded from the AUC calculation: 2015-08-28 was an early survey of the estuary below survey marker 0; 2015-09-19 was a boat survey by Conuma hatchery collecting Chinook broodstock & surveys 2015-09-04; 2015-09-10; 2015-09-21 & 2015-10-13 were excluded due to poor survey conditions and one of the survey crews focusing only on counting Chinooks and looking for tags. NTC biologist Roger Dunlop and survey crews from the Mowachaht / Muchalaht First Nation were conducting a mark/recapture program to estimate the Chinook abundance, to see how the mark / recapture estimate compares to the AUC estimate. | neutral | 0.9050325155258179
Not INspected | neutral | 0.7777904868125916
Stream and bank walk surveys conducted 2013-09-06; 2013-09-10 & 2013-10-25. Poor survey coverage, no Coho were observed. | negative | 0.8120755553245544
Person Preparing Report: Laurie Gordon Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Not inspected, low priority. | neutral | 0.5334999561309814
Snorkel surveys conducted 2012-10-23 & 2012-11-04. Poor survey coverage for this stream, only two surveys targeting chum and due to deteriorating river conditions the second survey was the lower river only. Sockeye were observed on both surveys but the fish counted are not representative of the population, Adult Present has been entered as the escapement estimate. | negative | 0.8464697003364563
Snorkel surveys conducted 2013-10-14 & 2013-10-27. Poor survey coverage and conditions this year, only two surveys targeting chum. No Chinook were observed. | negative | 0.882366955280304
No native or FW fisheries occured on Stephens Creek stocks. Intensive rain events early in season allowed migration above traditional brood capture location. Escapement estimate is from estuary observation and terminal sport fishery. | neutral | 0.7744643092155457
Somass system data reviewed March & April 2006. Updated chinook escapement numbers for the Somass System provided by DFO Stock Assessment Technician Jeff Till. Sproat sockeye counters - continuous count from 1991-06-10 to 1991-09-30. The Sproat Lake counters are designed for counting sockeye only. The counters count everything that passes through the tunnels and there is a visual count for two hours, twice a week to calibrate the counts. During the visual counts, the absolute number of fish and species composition are recorded then compared with the counter count. The information collected is then used to calibrate the counter data between the visual counts. Calibrations and biosampling (bypass data) is the only time in which other species besides sockeye is observed. As the survey year progresses the calibrations decrease and it is quite feasible to have one (2 hour) calibration done in the month of September when the coho, chum and chinook are travelling through, during this time a greater effort is placed on the Stamp Falls Fishway. This makes it difficult to come up with an escapement estimate for coho, chum and chinook. If the salmon species was observed and recorded in the bypass data, counter calibration data or snorkel survey in the Taylor River then a presence will be entered as the escapement estimate. No record of chinook being observed so "None Observed" has been entered as escapement estimate. Comment on original 1991 BC16 for the Somass System. Surveyed by electronic counters and helicopter surveys listed for Sept. 17th, October 10th, and November 1st. Spawning distribution: very few chinook spawned below Stamp Falls this year. Evidence of digging up eggs by later spawning fish, very likely with chinook with nearly 100,000 spawning in upper river. Sockeye enhanced in GCL through fertilization - an introduced stock. Hatchery enhancement on coho and chinook. Coho counts do not include tributaries below Stamp Falls, this means no counts for the entire Sproat System, Kitsucksis, Rogers Creek, Cheery Creek, Deer Creek, Beaver Creek, etc. BC16 Report prepared by B Rushton. | na | nan
Snorkel surveys conducted 2011-09-161, 2011-10-02 & 2011-10-20. Poor survey conditions on 2011-10-02 all the pink were seen during that survey making the expanded PL+D was unrealistic so the raw PL+D was used as the escapement estimate. | negative | 0.8178672790527344
Custom estimate derived by hatchery staff. Brood removals of 334 males and 311 females. This estimate has no supporting information. | negative | 0.625058114528656
Conuma River Hatchery staff visited the Canton River 7 times in October to capture chum broodstock with a beach seine. The hatchery notes: Poor return, achieved egg target only because of low water conditions throughout October. The hatchery staff estimates a chum return of 2,300 plus 1,133 (577 males & 556 females) removals. Oct 8: 118 CM handled, Oct 10: 44 CM handled, Oct 11: 200 CM handled, Oct 17: 406 CM handled, Oct 21: 440 CM handled, Oct 25: 44 CM handled. Beach seined in lower river and estuary. Escapement estimate provided by Conuma River Hatchery Staff, based on counts from a combination of streamside adult capture ops, eggtakes, streamside walks and observations from boats combined with expert opinion. | neutral | 0.611565351486206
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Field Crew: B. Allen, J. Watts, D. Keeble & R. Smith % of Spawning Habitat Surveyed: 50% Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Detailed information for inspection available from Stock Assessment Division. (20) On Salmon Distribution: Oct 1st, coho and chum holding in the upper and lower pools. (20) On Predator Interactions: Six eagles and three seals observed. | neutral | 0.9504446983337402
BC16 completed by Richard Smith with the Thornton Creek Enhancement Society. Estimates reviewed by WCVI Escapement Co-ordinator Seaton Taylor. Walk surveys conducted Aug. 10th, Sept. 4th, Sept. 11th and every day in October. Lots of sea lion and harbour seal predation noted by surveyors. | neutral | 0.9297357797622681
minimu estimate as fish have gotten above surveyed area | neutral | 0.8740556240081787
Snorkel surveys conducted 2012-09-05; 2012-09-10; 2012-09-13; 2012-09-15; 2012-09-17; 2012-09-18; 2012-09-20; 2012-09-24; 2012-09-26; 2012-09-28; 2012-10-01; 2012-10-03; 2012-10-05; 2012-10-06; 2012-10-07; 2012-10-10; 2012-10-12; 2012-10-15; 2012-10-16; 2012-10-17; 2012-10-21; 2012-10-22; 2012-10-26; 2012-10-28; 2012-10-30; 2012-11-05; 2012-11-10 & 2012-11-14. Surveys conducted 2012-10-01; 2012-10-10; 2012-10-12; 2012-10-16; 2012-10-21; 2012-10-22; 2012-10-30; 2012-11-05 & 2012-11-14 have been excluded from AUC calculations due to poor survey conditions for sockeye. | neutral | 0.8713589310646057
Bank walk survey conducted 2015-10-14. Poor survey coverage, only one survey in 2015. No coho observed. | negative | 0.7874323129653931
Inspection mode: snorkel swim % population: not stated | neutral | 0.8858602046966553
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Field Crew: Hank Buitendyk (CPV) Enhancement/Biological Activities: Yes % of Spawning Habitat Surveyed: 100% Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Broodstock figure includes all fish removals from system, not just those used for brood. Tidal sport fishery closed September-1999 to protect Alberni Inlet chinook. | neutral | 0.9382559657096863
